faust_number,isbn,book_title,book_author,isbn_scraped,top10k
47822343,,Lær at lave armbånd og andre smykker med Melia & Nanna,Katrine Memborg,9788740060546,6852
47651042,9788726069013.0,Det korrupte rige,Leigh Bardugo,9788727006710_6853,6853
52638976,,Mormors baby klassikere,Nina Brandi,9788799926701_6854,6854
39305127,9788726685022.0,Den magiske fløjtespiller,,,6855
22994026,,Helbredets mysterium,Aaron Antonovsky,9788741226712,6857
52841518,,De dræbtes advokat,Arne Woythal (f. 1958),9788792999665,6858
52937310,9788711700365.0,Calendar girl. 9,Audrey Carlan,9788711913529_6859,6859
29843562,,De jernklædte krigere,Peter Gotthardt,9788711333440,6860
53624715,,Peter Pedal skal i børnehave,Cynthia Platt,,6861
29558124,,Den tavse,Jan-Erik Fjell (f. 1982),9788772009063,6862
47672309,,Team Gamer - anden runde,Natasja Erbillor,9788772146041,6865
61882383,,Visible mending,Arounna Khounnoraj,9788740672916_6866,6866
46144953,,Far og Hasan får et gys,Marie Duedahl,9788740657746_6867,6867
55125686,,Flere kødfrie dage,Nadia Mathiasen,9788793604872_6868,6868
46811607,,Skal vi læse?,Ewa Malmborg,,6869
52319722,,Vegansk velvære,Mia Sommer,,6870
53116442,,Jeppe og Nadim,Jørn Jensen (f. 1946),9788777198410,6872
51060687,,En god ven,"Sanne Haugaard,Pia Aagesen",,6873
39065711,,Kun kærlighed,Melanie Harlow,9788702308471,6874
50980391,9788763833516.0,Kenneth Bøgh Andersens Antboy - Maskefald,Kenneth Bøgh Andersen,9788763817066_6875,6875
53563333,,Peter Pedal hjælper på museet,Anna Meier,,6876
53917151,9788771658286.0,Spirit animals - påkaldelsen,Brandon Mull,9788771056181,6877
62232366,,Forbrydelsens sind,,,6878
53090389,,Sofie spiller fodbold,Tor Åge Bringsværd,,6879
53835635,,En hvalp i huset,Marianne Randel Søndergaard,9788793646308,6880
48859267,,Hr. Skægs ABC,"Mikkel Lomborg,Nikolaj Grandjean,Toke Reunert",9788711531389_6881,6881
51830318,,50 overraskelser under havet,Jean-Luc Bizien,,6882
53333710,,Boris taber hovedet,Jesper W. Lindberg,,6883
53434177,,Silas ser en zombie,Marie Duedahl,9788793592209,6885
27592805,,Interview,,,6886
52716187,,De savnede,Thomas Rydahl,9788740034486,6887
51656814,,Granitgraven,Pernille Boelskov,9788799945924_6889,6889
54596294,,Gennem dine øjne,Peter Høeg (f. 1957-05-17),9788763858724,6892
54651023,9788726060416.0,Særligt sensitiv,Ulla Hinge Thomsen (f. 1971),9788763835374,6893
38916793,9788726849073.0,Fem sorte høns,Nevil Shute,9788711894736,6894
27392725,,Når du bekymrer dig for meget - hvad så?,Dawn Huebner,9788777065040_6895,6895
51030109,,Alice i Eventyrland,,,6897
51938992,,Vuggestuen Smørklattens allerførste ordbog,Louise Langhoff Koch,9788702177206_6898,6898
47322642,,En fe må få te,Kirsten Ahlburg,9788770184236,6899
62592931,,Min kone,Karin Heurlin,9788773391105_6900,6900
48383149,,Turen går til Japan,"Katrine Klinken,Mette Holm (f. 1958),Asger Røjle Christensen",9788740055962,6901
50618463,,Kærestebrev & Lejrtur,Bente Bratlund,,6903
46017374,,Rasmus Klump bygger skib,,,6904
46778995,,Trylledokumentet,Rosie Banks,9788762731714_6905,6905
50571467,,Ninja Niller - Blodets bånd. Del 2,Rune Fleischer,,6906
53347886,,Der er ingen drager i den her historie,Lou Carter (f. 1975),,6907
61946632,,IQ 75,Jesper Vaczy Kragh,9788712066316_6908,6908
54276400,,Efterår med Mille og Mulle,Pauline Oud,9788740657203_6909,6909
47315298,,En shopaholics jul,Sophie Kinsella,9788702291247_6910,6910
29813515,9788711389256.0,Hotel New Hampshire,John Irving,9788726404449,6912
53511244,,My little pony - the movie,,,6913
50706753,,Røver,Kim Fupz Aakeson,9788702151589,6914
62015624,9788793584266.0,En ny dag,Lise Baltzer,9788793584242,6916
62616628,,Hvor er Stærksmølf?,,,6917
47763282,,Anna på biblioteket,Kathleen Amant,9788740661002,6918
46848659,,Enhjørning,Eva Mosegaard Amdisen,9788740656350,6919
28913184,9788711431153.0,Hvem er jeg?,Sophie Kinsella,,6922
52855888,,Den dag farverne fik nok,Drew Daywalt,9788702257731_6923,6923
54516630,,Skæbneseer,Nicole Boyle Rødtnes,9788741500492,6926
54687079,9788726021752.0,Elskerinden,Danielle Steel,9788711906620,6928
26892163,,Jon på mål,,,6929
53580033,9788771771725.0,Skjulte fejl og mangler,Elsebeth Egholm,,6931
51803329,9788758821016.0,Smertens søn,J. R. Ward,9788758812779,6932
53396224,,Tiberius Tudefjæs siger farvel,Renée Toft Simonsen,9788740031362,6934
53656412,,"Undskyld, jeg blander mig",Lisbet Dahl,9788772001845,6935
39464012,,Alle vi børn af fru Brath,Thomas Ubbesen (f. 1956),9788702328547,6937
46670027,,Isens hjerte - ismanerne fra Tild,Ida-Marie Rendtorff,9788711911907,6938
48289827,9788758840185.0,Et glimt af paradis,J. R. Ward,9788758839622,6940
46851285,,Dobbeltspil i Odessa,Mogens Blom (f. 1956),9788727142289,6942
53881947,9788763827263.0,Fifty shades - i mørket,E. L. James,9788763825955,6943
29972362,,Naboens søn,Jane Aamund,9788771376449,6944
29704244,9788711386446.0,Forførerens dagbog,Søren Kierkegaard,9788743010562,6945
48548482,,Isadora Moon laver et show,Harriet Muncaster,9788740663624_6946,6946
62394099,,Når flokdyret fejler,Henrik Tingleff,9788702328493_6949,6949
48724272,,1-2-3 bæredygtig,Birgitte Sølvsten,,6951
39168812,,Må Gy få en ko?,Marie Duedahl,9788723551115_6952,6952
52402506,9788740033717.0,Hvor taler du flot dansk!,Abdel Aziz Mahmoud (f. 1983),9788740044256,6954
52530482,,Hos dværgene,Peter Gotthardt,,6955
54415613,,Vitus får en hund,Marie Duedahl,9788793646841,6956
29782490,9788758813325.0,Kvinden der rider som en mand,Tamora Pierce,9788758812595,6959
31827744,,Brænd mig en sol,Christoffer Carlsson,9788702292343_6960,6960
46063236,,Bo og en bi,Kirsten Ahlburg,9788740653137,6961
54260652,,Do og ti æg,Kirsten Ahlburg,9788775497652,6962
48481345,9788726479119.0,Vi er natur,,,6963
48966454,,Midnatsbanden,David Walliams,9788771917413,6964
53978193,9788711859797.0,Guds blinde øje,J. Bech Nygaard,,6965
47242258,,Vi skal på wc!,Harmen van Straaten,9788740659320,6966
48017037,,Miraklet i Mason,Elizabeth Berg (f. 1948),9788702316827,6967
52067316,,Dødemandsbugten,Thomas Rathsack,,6968
54934157,,Gummi-Tarzan og andre historier,Ole Lund Kirkegaard,,6970
52336929,,Fødselsdagsmysteriet,Martin Widmark,9788740620269_6973,6973
47346002,,Om nej,Svend Brinkmann,9788702291889,6974
134784792,,Børste vil ikke ha' bukser på,Tine Kej,9788741521435_6975,6975
29908354,9788711373972.0,Venner for altid,Danielle Steel,,6976
39032031,9788758843513.0,Ryggen mod muren,Michael Kamp (f. 1974),9788758840864,6977
46378377,,Hjemmestrik,Susanne Gustafsson,9788763858021_6978,6978
54627742,,Død over Tandfeen,Sophie Souid,9788702262995,6979
29337799,,Den røde labyrint,Lars Kjædegaard,9788702331738_6980,6980
54092911,,Rosa i biografen,Anna-Karin Garhamn,,6981
47820847,9788726315431.0,My little pony - skandaler i Ponyville og andre historier,,,6983
54260164,,"Kom nu, hop!",Kirsten Ahlburg,9788740621235,6985
50975886,9788763834346.0,Grænsebørn,Bent Haller,9788763834346,6988
135277703,,Et farligt match,Harlan Coben,9788712068617_6990,6990
48586791,,My på wc,Kirsten Ahlburg,9788770188289,6991
22198025,,Væk tigeren,,,6993
62355077,,Billy Summers,Stephen King (f. 1947),9788740072983_6994,6994
51346343,,Strik til småfolk,Annette Danielsen,9788793252004_6996,6996
54157045,9788711970034.0,Lig i lasten,Anne Mikkelsen,9788711880555,6998
38882619,,Suveræn fordøjelse,Louise Rindel Gudbergsen,9788702296938_7002,7002
54604629,,De Utrolige 2,,,7003
27351182,9788702073188.0,Løgneren,Martin A. Hansen (f. 1909),9788702413571,7004
46328345,9788763862035.0,100 års ensomhed,Gabriel García Márquez,9788763837040_7006,7006
54316798,,Melodimedaljen,Rosie Banks,9788762730311_7008,7008
38602748,,Nådesløs,Simon Kernick,,7010
39425793,,Under samme himmel,Camilla Davidsson,9788772311944_7011,7011
62730838,,Sidste afgang,Julie Clark,9788793752917,7012
134982187,,Hjemme hos Bluey,,,7014
53053378,,Nattens helt,Nora Roberts,9788771910971_7015,7015
46774272,9788726201659.0,Det fortryllede træ. 1,Enid Blyton,,7016
28969406,9788792165633.0,Lolita,Vladimir Nabokov,9788702311389_7017,7017
51704223,,Hvor intet bryder vinden,Leonora Christina Skov,9788740052657_7018,7018
39024357,9788770306140.0,Kunsten at leve,,,7019
47471613,,Forstå overvægten,Charlotte Bøving,9788793825130_7021,7021
53774105,,Et år uden overforbrug,Trine Baadsgaard,9788702255621,7022
29845573,9788711389683.0,Iqbal Farooq og den lede julestjerne,Manu Sareen,9788711903759,7023
47107989,9788740494297.0,Slow living,Ole Ditlev Nielsen (f. 1975),9788740967005,7027
52676363,,Godnat yoga,Mariam Gates,9783742308214,7028
48224563,,De magiske møgunger - den tredje historie,Neil Patrick Harris,9788711997222_7029,7029
46415485,9788726145090.0,Rasmus Klump på fisketur,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)",9788728408940,7030
53039316,,Kun de uskyldige,Rachel Abbott,,7031
27313671,9788702071573.0,H.C. Andersens bedste eventyr. 1,H. C. Andersen (f. 1805),9788793540620_7034,7034
47130549,,Falken fra Sparta,Conn Iggulden,,7035
134559373,,Alt om Bluey,,,7036
51757440,,De små monstre - uhyret,"Pernille Eybye,Carina Evytt",,7037
47573025,,Den fantastiske bogslugende dreng,Oliver Jeffers,,7040
38201204,,De forsvundne,Frank Sebastian Hansen,,7041
21085081,,Palle alene i verden,,,7043
135117854,,Airfryer kogebogen,Peter Bernhard Friehling,,7044
134814195,,Mit Abruzzo,Per Petterson,9788793993266,7045
54170866,,Dy må i ly,Kirsten Ahlburg,9788772142067,7047
52937264,9788711700396.0,Calendar girl. 12,Audrey Carlan,9788711913529_7048,7048
52641306,,Alle tre kom ind i børnehaven Ærten,Maria Nilsson Thore,,7049
28538855,,Lastbiler på arbejde,Peter H. Petersen (f. 1954),9788793534261,7051
135895334,,En fremmed banker på din dør,Håkan Nesser,9788770077859_7052,7052
38892487,,Dæmon tandlægen,David Walliams,,7053
21881740,,Kaj er farlig,Mats Letén,9788700312623_7054,7054
48351409,,Grønt med umami og velsmag,"Klavs Styrbæk,Ole G. Mouritsen",9788702294941_7055,7055
48395597,,Puh! - hvem lugter?,Clare Helen Welsh,9788740662405,7056
53139000,9788755952041.0,Kenter læser Søeborg : Bare det løber rundt,Finn Søeborg,9788755913080,7057
52610095,,Gravkoen og andre maskiner på byggepladsen,Christine Baillet,,7058
52647827,,Troldeliv,Sissel Bøe,9788741501536_7059,7059
54079966,,Nu er vi to,Kirsten Ahlburg,,7060
51097122,9788792683083.0,Find nye veje i følelsernes labyrint,Ilse Sand,9788792683151,7061
21181633,,Modernitet og selvidentitet,Anthony Giddens,9788741230160,7062
50628027,,Børnestrik på pinde 3 1/2-4,Lene Holme Samsøe,,7064
47109965,,For enden af regnbuen,Silas Holst,,7065
46206223,,Da skønheden kom til Bro,Anna Jansson,9788772006741_7067,7067
52909961,,Storesøster,Gunnar Staalesen,,7069
54181728,,Bedstefars ø,Benji Davies,9788702257748,7070
53214339,,Willi holder jul,Kirsten Sonne Harild,9788702235722_7071,7071
54975104,,Bare en chance,"Elle Kennedy,Sarina Bowen",9788702257472_7072,7072
45989003,9788770301176.0,Menneskeæder,Allan Erik Mortensen,9788794232692,7073
47854237,,Alle himlens fugle,Rakel Haslund-Gjerrild (f. 1988),9788711982839_7074,7074
53269303,,Miks hat,Maria Rørbæk,9788702241747,7075
47495296,,Mik og Ali i kamp,Maria Rørbæk,9788702275483,7076
28438028,,Manden der ikke var morder,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt",9788740054934,7077
51818067,9788740023138.0,Bad standing,,,7078
53826199,9788702196689.0,Vinden i piletræerne,Kenneth Grahame,9788702405897,7079
46494784,,Død mands tango,Geir Tangen (f. 1970),9788770071475_7080,7080
54810520,,Nøkkens jul,Sissel Bøe,9788741501444_7081,7081
62499737,,Eufori,Elin Cullhed,9788740075120_7082,7082
48183816,9788702197228.0,Seductive nights. Bind 1,Lauren Blakely,9788702197228,7083
53595413,,Safirmagi,Rosie Banks,9788762728721_7084,7084
39418614,9788702335149.0,Volmer,Lise Nørgaard (f. 1917),9788702249583,7085
61936629,,Uventet,Kelly Rimmer,9788702323061_7086,7086
135851876,,Sandheden om havets døtre,Caroline Säfstrand (f. 1972),9788772390864_7087,7087
48739865,,Vovserne redder julen,Ursula Ziegler-Sullivan,,7088
53287506,9788740040876.0,Livsmodig,,,7090
29142637,9788711390443.0,Vær åben - med Joan Ørting,Joan Ørting,9788711418123,7091
53929486,9788741503028.0,Star girl - jagten på Star Girl,Nicole Boyle Rødtnes,9788741500188_7092,7092
46890272,,Kæmpedinosaur,Peter Bering (f. 1948),9788702290615,7093
38747282,9788726842241.0,Splitsekund,David Baldacci,,7094
54997574,9788702276732.0,Lillebror og Karlsson på taget,Astrid Lindgren,9788702198454_7096,7096
28383169,,Dinosaurernes Ø,,9788794259484,7097
54977042,,"Det, du ikke forstår, gør dig klogere",,,7098
52523575,,Om foråret,Karl Ove Knausgård,9788711510278_7099,7099
53992994,,Bob og tyven,Kirsten Ahlburg,9788777198687,7100
46485114,,Rige menneskers problemer,Kevin Kwan,9788740053845,7101
46608658,,Sherlock Holmes og den forsvundne diamant,Sam Hearn,9788772052298,7102
52636116,,Isadora Moon går i skole,Harriet Muncaster,,7103
51440633,,Kantate,Kristín Marja Baldursdóttir,9788702150490_7104,7104
54975171,,Det sørgende dyr,Svend Brinkmann,9788772042015_7107,7107
29782601,9788711389447.0,Magiens mester. 1,Wilbur A. Smith,,7108
47493021,9788711571255.0,Min kamp. 6. bog,Karl Ove Knausgård,,7111
53574564,,Jo er yt,Gry Kappel Jensen,9788740617115,7112
53367992,9788771896220.0,Få tingene gjort,David Allen (f. 1945),,7113
53931987,9788711924198.0,Tilfældets leg,Poul-Henrik Trampe,,7114
46807332,9788726162400.0,Verdens vildeste børn,David Pepe Birch,9788711698228,7115
52664276,,Liva og Emma og Happy Bois,Marie Duedahl,9788740612479,7116
48151779,,Tre seje prinsesser!,Rachel Valentine,,7119
46876288,9788726128994.0,På knivens æg,Anne Chaplin Hansen,,7120
51198093,9788740005592.0,Den sidste gode mand,A. J. Kazinski,,7121
135557617,,Sidste nat med Belle,"Lotte Hammer,Søren Hammer",9788775960170_7122,7122
51405374,,Palle slår katten af tønden,Jørn Jensen (f. 1946),,7123
29963150,9788711376676.0,Anja,Henrik Madsen (f. 1961),,7124
54245041,9788726036855.0,Døden står på ski,Else Fischer,,7125
54934939,9788726061451.0,Kvinden ved 1000°,Hallgrímur Helgason,9788711345467_7126,7126
53708897,,Ild i natten,Nora Roberts,,7128
38763148,,Gurli Gris' første 100 ord,,,7129
52215803,,Værd at dø for,Lee Child,9788776774851_7130,7130
54216637,,Olivia og Anton på spøgelsesjagt,Katerina Janouch,,7131
39148323,9788771484847.0,Vild med Messi,Michael Jepsen,,7132
26731585,,Berlinerpoplerne,Anne B. Ragde,9788763810579_7133,7133
54249896,,Ella & Noa - is på en onsdag,Mattias Edvardsson (f. 1977),9788740651133,7134
52504945,,Kasper Schmeichel,Peter Bejder,,7136
46820614,,Korset,Ingar Johnsrud,9788702273564,7137
54933177,,Strik mig!,Marianne Jansson Bjerkman,,7138
39257734,,Rubina,Jan Kjær (f. 1971),9788794181013,7139
61580891,,Planternes manifest,"Anders Lund Madsen,Michael Broberg Palmgren",9788702331929,7140
61358811,,Forventning,Anna Hope,9788772045351,7141
29253390,9788711393611.0,Arven. Del 2,Christopher Paolini,9788711393611,7142
29551421,,Verdens vinter,Ken Follett,9788770790734_7143,7143
51308115,9788758818320.0,Den skjulte broder,J. R. Ward,9788758812762,7145
50552497,9788711353714.0,Brun mands byrde,Hassan Preisler,9788711440407_7146,7146
46504631,,Tryllelampen,Rosie Banks,9788762731691_7147,7147
53650112,9788792683205.0,Introvert eller særligt sensitiv,Ilse Sand,9788792683168,7148
53414133,,Ninja,Sigurd Toftdahl Terkelsen,9788740616163,7149
46492005,9788711907085.0,Verdensklasse,Anne-Sofie Storm Wesche (f. 1973),,7150
50571459,,Ninja Niller - Blodets bånd. Del 1,Rune Fleischer,,7151
5000319,,Peter Pedal på hospital,,,7153
51965876,,Ravmedaljonen,Bodil El Jørgensen,9788702178920,7154
39405431,,Maisie Dobbs,Jacqueline Winspear,9788775713530,7155
62038454,,Den ærlige bedrager,Tove Jansson,,7156
53223168,,Jeg er pilgrim,Terry Hayes,9788740056952_7157,7157
53005101,9788711756799.0,Kun en skygge,Maria Lang,9788711611609,7158
39096072,,Ti kameler for Ameera,Zahra Pedersen,9788773390351_7159,7159
38865927,,199 ting på vejen,,,7160
48582052,,Kostskoleliv,Rosie Banks,9788762732568_7162,7162
50769003,,Kongens kvinder,Maria Helleberg,,7163
39172186,9788772314198.0,Det begyndte i en elevator,Jasmine Guillory,9788772313993,7164
52613442,9788711710180.0,Coaching,Sofia Manning,9788727008103,7165
46062752,,Skjult i havet,Peggy Nille,9788771615975_7166,7166
48289614,9788726312478.0,My little pony - mysteriet på skolen,Penumbra Quill,9788726312461,7167
29890323,9788711374290.0,Karlas svære valg,Renée Toft Simonsen,9788740055733_7168,7168
47841127,,Jeg vil være den bedste,Tony Ross,9788772050065_7169,7169
62354836,,Elskeren,Helene Flood,9788773390993_7171,7171
135682136,,Teatrets hemmeligheder,Katrine Wessel,9788775711475_7173,7173
29681635,9788771292022.0,Se dig ikke tilbage,Karin Fossum,,7175
54209754,,Perleplader - for børn og voksne,Lisbet Lücke Larsen,9788799925759_7176,7176
135211028,,Lasse-Leif syn's der kommer en drage,Mette Finderup,,7177
54146965,,Hjerteknuser,Geir Tangen (f. 1970),9788771468243_7178,7178
39257769,,Arkon mod Englen,Jan Kjær (f. 1971),9788794181020_7179,7179
52177731,9788702200706.0,Det forsømte forår,Hans Scherfig,,7180
53347983,,Dotty Detektiv - den superhemmelige agent,Clara Vulliamy,,7181
52250099,,Fililumbur i drømmeland,Carsten Sommerskov,,7182
53825710,9788702211436.0,Mod nye mål,Glenn Ringtved,9788702180299_7183,7183
53978150,9788711923405.0,Hvorfor døde Anette?,Else Fischer,,7184
47020654,,Monteperdido,Agustín Martínez (f. 1975),,7186
51753860,,Den genfødte morder,A. J. Kazinski,,7187
47142881,,Vores yndlingsklude,"Katrine Hannibal,Signe Kamper Kankelborg",9788740657159_7188,7188
29859698,,Elverskud - skæbnedans,Nicole Boyle Rødtnes,9788771053166_7189,7189
51821246,,Minions - søg og find,Trey King,,7190
62948264,,De overlevende,Jane Harper,9788772390581_7191,7191
45953033,,Bo i bikini,Marie Duedahl,9788770181631,7193
52297761,,Anemone - vild med dans,Lene Møller Jørgensen,9788702190281,7194
62462914,,Tilståelser,Christian Mørk,9788727120218,7195
27859003,,Stigma,Erving Goffman,9788759314586_7198,7198
46687892,,Far og Hasan i Silvan,Marie Duedahl,9788740657234_7199,7199
28824157,,Kvinderne på stranden,Tove Alsterdal,9788771467420_7200,7200
29384827,9788702123852.0,Du bliver hvad du tænker,Jørgen Svenstrup (f. 1965-12-30),9788702125696_7201,7201
38320866,9788772163628.0,"Vlado - ""goddag, det er færdselspolitiet""",Vlado Kobas Lentz,9788772160603,7202
52988861,,Den naturlige have,Noël Kingsbury,9788702225440_7203,7203
54078153,,Frk. Skrumps nordiske middelhavskost,"Alice Apel Hartvig,Majbritt L. Engell",9788702247848,7204
45944875,,Ib og en fe,Gry Kappel Jensen,9788740652086,7205
27195601,,Willi bliver væk,,,7206
46040279,,Må vi så få ro,Kirsten Ahlburg,9788770181082,7207
54200013,,Tre minutter,"Anders Roslund,Börge Hellström",9788770071819_7208,7208
50673235,,Hvor er den lille boremaskine?,Joachim Krause,,7210
46144945,,Ib ser en stor lås,Marie Duedahl,9788740654301,7212
54315996,,Fodboldvrimlebog,,,7214
51370767,,"Jeg, Putin",Samuel Rachlin,,7215
50955915,,Gorillaen der var en gorilla,Kim Fupz Aakeson,9788702151053_7216,7216
53127606,,Gys på Nyø,Grete Wiemann Borregaard,9788779969865,7217
48755631,,Plets store skattejagt,Eric Hill,9788711984925,7218
45654222,,Harry Potter and the philosopher's stone,Joanne K. Rowling,9781408871874,7220
53032559,,Læs med landsholdet og Andreas Christensen,Ole Sønnichsen,9788727015200,7222
54985444,9788702225051.0,Skjult kamera,Flemming Jarlskov,,7223
38557483,,Bryllupstesten,Helen Hoang,9788772380933_7225,7225
62771585,9788758849638.0,Bianca Bates' unik - Alma,Cecilie Birkshøj (f. 1998),,7226
50919455,,Slik,Troels Gollander,9788702143492,7228
29623783,,Knit for your kid,Susie Haumann,9788799546411_7231,7231
46141644,9788726020830.0,Vær tro mod dig selv,Danielle Steel,9788726003673_7232,7232
28765355,,Asta og Fanny for evigt,Trine Bundsgaard,9788702298291_7233,7233
48517773,,Magnus & Mini,Siri Melchior,9788762739468_7234,7234
29956332,9788771306095.0,Vantro,Karin Slaughter,,7235
48264581,9788758840086.0,Germania,Steffen Nohr,,7236
47151406,9788758837239.0,Elementprøven,Julie Midtgaard (f. 1991),,7238
27013295,,En pony i præmie,,,7239
22893645,,Flunkerne i 100 år,,,7242
53049052,,"Gæt en bil, Ivan!",Marie Duedahl,,7243
47624924,,No-waste køkkenhaven,Katie Elzer-Peters,9788771421149,7244
29304319,9788702100204.0,Undtagelsen,Christian Jungersen,9788702256543,7245
28765460,,Den store bog om store dinosaurer,Alex Frith,,7246
52377552,9788711652343.0,Rejseholdet,Eigil V. Knudsen,9788711515150,7247
47531764,,Magikernes tid - den sorte fjer,Cressida Cowell,9788741507323_7248,7248
52346746,,Et nyt liv,Danielle Steel,,7249
62740582,,Zetterborg-sagen,Max Seeck (f. 1985),9788743402237_7250,7250
48884849,9788758841557.0,Battle royale - ind i stormen,Michael Kamp (f. 1974),9788758839639,7251
54985665,9788702261073.0,Man gjorde et barn fortræd,Tove Ditlevsen,9788702226881,7252
62257105,,Star Girl - nye og gamle venner,Nicole Boyle Rødtnes,9788741521114,7253
54632436,,Rene bisser i Zoo,Sophie Schoenwald,,7254
135280402,,Spidey og hans fantastiske venner - ballade på byggepladsen,Sib Ventress,,7255
54055781,,Nattens fristelser,Nora Roberts,,7256
134552778,,Møghund,Finn Halfdan (f. 1967),9788772387260_7257,7257
46943376,,Kroppen,,,7259
54650736,9788758831626.0,Izola - rejsen til Falkien,Christina Bonde (f. 1978),9788758830711,7260
54873123,9788726096422.0,Mit livs hemmelighed,Birthe Haffner,,7263
28762461,,Rasmus Klump leger gemmeleg,Gitte Ladefoged,,7264
47253675,,Max ser et søm,Marie Duedahl,9788740659047_7265,7265
46206215,,Dans på glødende kul,Anna Jansson,9788772007083_7266,7266
61959254,,Bogen der hellere ville være en badevægt,"Martin Sommer (f. 1976-04-26),Thomas Skov (f. 1986-04-29)",9788727116822_7267,7267
52020905,,Din fantastiske krop,Sigrún Daníelsdóttir,,7268
62378557,,Vandrelyst,"Ritt Bjerregaard,Christine Antorini",9788702313369,7270
51716191,,Ninja Niller vender tilbage,Rune Fleischer,,7271
46262336,,Ikke et ord,Brad Parks,9788742601464,7272
51126211,,Pandekagehuset,Carin Gerhardsen,9788771590210_7274,7274
38272136,,Måske skulle du snakke med nogen,Lori Gottlieb,9788793752955,7275
62660341,,Mayday,Grethe Bøe (f. 1971),9788727007533_7276,7276
54631863,9788711966938.0,Disney's Skønheden og Udyret,,,7277
52937280,9788711700372.0,Calendar girl. 10,Audrey Carlan,9788711623183,7278
62968001,,Spor i sneen,Tonny Vorm,9788740044744_7279,7279
46404718,9788740013771.0,Blottet for dig,Sylvia Day,,7280
52886694,9788771653540.0,Den gode skurk,"Nicole Boyle Rødtnes,Ellen Holmboe",9788771654554,7281
54186509,9788726028805.0,En duft af mord,Orla Johansen (f. 1912),9788711883853,7282
29636427,,Søstre på de syv have. Bind 1,Camilla Wandahl,9788763859974_7283,7283
53855296,9788763856935.0,I mørket,E. L. James,9788763856904,7284
48622453,,Følg sporene - følg den traktor!,Georgie Taylor,,7285
53272878,9788711474921.0,Pas på mig,Maya Banks,9788711486085,7288
53612148,,Max er vaks,Kirsten Ahlburg,9788740614701,7289
62118733,,Vi troede vi skulle,Marie Hougaard (f. 1984),9788727006444_7290,7290
54119410,,Turen går til Sardinien,Cecilie Marie Meyer,9788740038347,7292
62264691,,Violinmageren,Edvard Hoem,9788770708005_7294,7294
47664314,,Team Gamer - finalen,Natasja Erbillor,9788772146058,7295
47855713,,Stjernevenner - ønskefælden,Linda Chapman,9788762733312_7296,7296
39055643,9788726684957.0,Anna får en ven,,,7297
52430364,,Kaniner,Lisette Agerbo Holm,,7298
53425623,,Carl er en helt,Kirsten Ahlburg,9788793592117,7299
135726281,,Stamina,Thomas Bagger (f. 1981),,7301
53563279,,Peter Pedal vasker bil,Julie M. Bartynski,,7302
53907377,,Rubingåden,Rosie Banks,9788762728745_7304,7304
47881757,9788702260267.0,Buddenbrooks,Thomas Mann,9788702298130_7305,7305
134013435,,Roses have,Suzanne Snow,9788772388540_7306,7306
21045756,,Kaj er hest,Mats Letén,9788700222281_7307,7307
29936765,9788711376584.0,Napoleon,Herman Lindqvist,9788711376584,7308
53175430,,Hvorfor skal jeg lære at sige pyt?,Signe Johanne Rhode,,7309
46770897,,Brachiosaurus,Anna Obiols,9781438001067,7310
47296439,,Grønne fingre søges,Annika Estassy,9788793699694,7311
53333931,,Dracula er tørstig,Jesper W. Lindberg,9788758842936,7312
52197570,,Fødselsdagsfest for Lotte,Alexander Steffensmeier,,7313
46496221,9788726178852.0,Sort sne,"Søren Ellemose,Morten Ellemose",9788793755017,7314
51088107,9788711344187.0,Aggression - en naturlig del af livet,Jesper Juul (f. 1948),9788711377512,7315
26947561,,Kaj læser bog,Mats Letén,9788702063875_7316,7316
53216765,,Haj,"Peter Bering (f. 1948),Birgitte Bering",9788702239041,7317
29750629,9788792685735.0,Overtalelse,Jane Austen,9788711553756_7318,7318
27463533,,Lopperne,,,7319
53867316,,Sjaler,Stephen West (f. 1988),,7322
48984819,,Trold,Josefine Ottesen,,7323
38735756,,Juniorkogebogen,Maria Christensen (f. 1985-07-26),9788771163773,7324
53209157,,Først når giveren er død,Anna Jansson,9788772003801,7326
29562431,,Familien Tides hemmeligheder,Hannah Richell,,7327
54627890,9788711975794.0,Klodernes kamp,H. G. Wells,9788727007564,7328
134294329,,På eventyr med bedstefar,Rex Huntley,,7329
52664160,,Marsvin,Lisette Agerbo Holm,9788740612721_7330,7330
62556129,,Papirblomster med Almeja Space,"Sara Finne Frandsen,Sine Finne Frandsen",9788727156781,7331
47964245,9788726380989.0,Helvede på Østfronten,,,7332
51896823,,Nem strik på store pinde,Dorthe Skappel,,7333
134490896,,Gigantosaurus - den store stygge dino,"Phoebe Jascourt,Carly Blake",,7334
38675052,9788726834482.0,De kompetente forældre,Margrethe Brun Hansen,,7335
51704444,,Verden er lille,Åsa Hellberg,9788771288056_7336,7336
48041078,9788758840062.0,Vlog-pigerne - fire haters,Lise Bidstrup,9788758834092,7337
52616492,,Sød vampyr,Randi Solvang,9788771770438,7338
53231705,9788793281431.0,Prøven,"Emil Blichfeldt,Søren Tim Nordbo",,7339
46145828,9788711909300.0,Paul Pogba,Christian Mohr Boisen,9788711908983,7340
29346496,,En dyr affære,Lee Child,,7341
54989164,,Enhjørningefeerne - den forheksede vind,Zanna Davidson,,7343
